episode_id,object_x,object_y,object_z,success,selected_method,window_start,window_end
371,0.07699392,0.64657354,0.02,True,temporal_multi_window,0.15,0.3
372,0.09452662,0.61886686,0.02,True,temporal_multi_window,0.15,0.3
373,0.051989645,0.6415432,0.02,True,temporal_multi_window,0.15,0.3
374,0.07218943,0.6066368,0.02,True,temporal_multi_window,0.15,0.3
375,0.088382475,0.6293474,0.02,True,temporal_multi_window,0.15,0.3
376,0.052341998,0.65665764,0.02,True,temporal_multi_window,0.15,0.3
377,-0.0017050874,0.6174394,0.02,True,temporal_multi_window,0.15,0.3
378,-0.0960503,0.60963386,0.02,True,temporal_multi_window,0.15,0.3
379,-0.098917045,0.67282146,0.02,True,temporal_multi_window,0.15,0.3
380,-0.023371132,0.6590211,0.02,True,temporal_multi_window,0.15,0.3
381,0.037199177,0.6261144,0.02,True,temporal_multi_window,0.15,0.3
382,-0.03449101,0.67423046,0.02,True,temporal_multi_window,0.15,0.3
383,-0.0634848,0.69904816,0.02,True,temporal_multi_window,0.15,0.3
384,0.039967075,0.65440893,0.02,True,temporal_multi_window,0.15,0.3
385,0.081893,0.6567046,0.02,True,temporal_multi_window,0.15,0.3
386,-0.018451603,0.61149275,0.02,True,temporal_multi_window,0.15,0.3
387,0.097956,0.6035677,0.02,True,temporal_multi_window,0.15,0.3
388,-0.0041734977,0.6096327,0.02,True,temporal_multi_window,0.15,0.3
389,-0.070599996,0.62819636,0.02,True,temporal_multi_window,0.15,0.3
390,-0.031090068,0.69690853,0.02,True,temporal_multi_window,0.15,0.3
391,-0.088088766,0.6141272,0.02,True,temporal_multi_window,0.15,0.3
392,0.049634885,0.6147261,0.02,True,temporal_multi_window,0.15,0.3
393,-0.06877983,0.6682833,0.02,True,temporal_multi_window,0.15,0.3
394,0.08438668,0.62496865,0.02,True,temporal_multi_window,0.15,0.3
395,-0.045856234,0.64135844,0.02,True,temporal_multi_window,0.15,0.3
396,0.047488287,0.66972864,0.02,True,temporal_multi_window,0.15,0.3
397,-0.021444244,0.61236906,0.02,True,temporal_multi_window,0.15,0.3
398,-0.08727229,0.6950529,0.02,True,temporal_multi_window,0.15,0.3
399,0.09885136,0.67847985,0.02,True,temporal_multi_window,0.15,0.3
400,0.05523082,0.6404736,0.02,True,temporal_multi_window,0.15,0.3
401,0.09761687,0.6084011,0.02,True,temporal_multi_window,0.15,0.3
402,-0.039912395,0.67606866,0.02,True,temporal_multi_window,0.15,0.3
403,0.043408275,0.6431156,0.02,True,temporal_multi_window,0.15,0.3
404,-0.0055675893,0.60062474,0.02,True,temporal_multi_window,0.15,0.3
405,0.049783777,0.62119263,0.02,True,temporal_multi_window,0.15,0.3
406,0.030277526,0.6551361,0.02,True,temporal_multi_window,0.15,0.3
407,-0.041849356,0.6469995,0.02,True,temporal_multi_window,0.15,0.3
408,0.081651166,0.68875813,0.02,True,temporal_multi_window,0.15,0.3
409,-0.06589552,0.64724827,0.02,True,temporal_multi_window,0.15,0.3
410,-0.06905555,0.69900537,0.02,True,temporal_multi_window,0.15,0.3
411,0.043941744,0.6403888,0.02,True,temporal_multi_window,0.15,0.3
412,0.05803829,0.67476916,0.02,True,temporal_multi_window,0.15,0.3
413,0.029695202,0.69511634,0.02,True,temporal_multi_window,0.15,0.3
414,-0.053129733,0.6191875,0.02,True,temporal_multi_window,0.15,0.3
415,0.04284102,0.6854051,0.02,True,temporal_multi_window,0.15,0.3
416,-0.037253156,0.6877719,0.02,True,temporal_multi_window,0.15,0.3
417,-0.06074115,0.64250743,0.02,True,temporal_multi_window,0.15,0.3
418,0.089972585,0.6073948,0.02,True,temporal_multi_window,0.15,0.3
419,-0.064853214,0.6880598,0.02,True,temporal_multi_window,0.15,0.3
420,-0.029496258,0.60675377,0.02,True,temporal_multi_window,0.15,0.3
421,-0.03340924,0.6742609,0.02,True,temporal_multi_window,0.15,0.3
422,0.075507015,0.6732233,0.02,True,temporal_multi_window,0.15,0.3
423,0.026088588,0.64169794,0.02,True,temporal_multi_window,0.15,0.3
424,-0.07386804,0.6540904,0.02,True,temporal_multi_window,0.15,0.3
425,-0.0033596982,0.65625584,0.02,True,temporal_multi_window,0.15,0.3
426,-0.042782288,0.62268955,0.02,True,temporal_multi_window,0.15,0.3
427,-0.07924545,0.6251503,0.02,True,temporal_multi_window,0.15,0.3
428,-0.056412544,0.68345195,0.02,True,temporal_multi_window,0.15,0.3
429,0.053877044,0.6522467,0.02,True,temporal_multi_window,0.15,0.3
430,-0.036894605,0.66263014,0.02,True,temporal_multi_window,0.15,0.3
431,-0.09199645,0.6635769,0.02,True,temporal_multi_window,0.15,0.3
432,0.053324573,0.60328054,0.02,True,temporal_multi_window,0.15,0.3
433,0.029590132,0.6239265,0.02,True,temporal_multi_window,0.15,0.3
434,0.08925385,0.61584544,0.02,True,temporal_multi_window,0.15,0.3
435,0.07834791,0.68096167,0.02,True,temporal_multi_window,0.15,0.3
436,0.028479936,0.6245189,0.02,True,temporal_multi_window,0.15,0.3
437,-0.08584388,0.6867977,0.02,True,temporal_multi_window,0.15,0.3
438,0.09444868,0.63843435,0.02,True,temporal_multi_window,0.15,0.3
439,-0.030042224,0.6558903,0.02,True,temporal_multi_window,0.15,0.3
440,-0.06942853,0.6175015,0.02,True,temporal_multi_window,0.15,0.3
441,-0.03606947,0.6226863,0.02,True,temporal_multi_window,0.15,0.3
442,0.07786888,0.62622756,0.02,True,temporal_multi_window,0.15,0.3
443,0.03819301,0.61815387,0.02,True,temporal_multi_window,0.15,0.3
444,0.08355929,0.67548203,0.02,True,temporal_multi_window,0.15,0.3
445,-0.09688,0.67581785,0.02,True,temporal_multi_window,0.15,0.3
446,0.021028845,0.6478229,0.02,True,temporal_multi_window,0.15,0.3
447,0.028978676,0.61857736,0.02,True,temporal_multi_window,0.15,0.3
448,-0.078347415,0.623968,0.02,True,temporal_multi_window,0.15,0.3
449,0.06263535,0.6686086,0.02,True,temporal_multi_window,0.15,0.3
450,0.08646266,0.6916138,0.02,True,temporal_multi_window,0.15,0.3
451,0.082640246,0.637747,0.02,True,temporal_multi_window,0.15,0.3
452,-0.093557246,0.6463981,0.02,True,temporal_multi_window,0.15,0.3
453,0.07771007,0.6512572,0.02,True,temporal_multi_window,0.15,0.3
454,0.04092859,0.6820634,0.02,True,temporal_multi_window,0.15,0.3
455,-0.03625024,0.65792507,0.02,True,temporal_multi_window,0.15,0.3
456,0.07714038,0.6759117,0.02,True,temporal_multi_window,0.15,0.3
457,0.045635182,0.60883546,0.02,True,temporal_multi_window,0.15,0.3
458,-0.014452015,0.6725335,0.02,True,temporal_multi_window,0.15,0.3
459,0.0969556,0.6980122,0.02,True,temporal_multi_window,0.15,0.3
460,0.023416253,0.6975969,0.02,True,temporal_multi_window,0.15,0.3
461,-0.055097904,0.6184351,0.02,True,temporal_multi_window,0.15,0.3
462,0.015456777,0.66950816,0.02,True,temporal_multi_window,0.15,0.3
463,-0.09178442,0.65618527,0.02,True,temporal_multi_window,0.15,0.3
464,-0.06125272,0.65596735,0.02,True,temporal_multi_window,0.15,0.3
465,0.05904402,0.6943622,0.02,True,temporal_multi_window,0.15,0.3
466,0.06027995,0.6058738,0.02,True,temporal_multi_window,0.15,0.3
467,0.04916896,0.69516635,0.02,True,temporal_multi_window,0.15,0.3
468,0.09236206,0.6923906,0.02,True,temporal_multi_window,0.15,0.3
469,0.034847464,0.6258385,0.02,True,temporal_multi_window,0.15,0.3
470,0.039288577,0.6262078,0.02,True,temporal_multi_window,0.15,0.3
471,0.06857068,0.67201954,0.02,True,temporal_multi_window,0.15,0.3
472,0.01780841,0.61978817,0.02,True,temporal_multi_window,0.15,0.3
473,-0.0031341142,0.60064787,0.02,True,temporal_multi_window,0.15,0.3
474,0.059906937,0.63820904,0.02,True,temporal_multi_window,0.15,0.3
475,0.0957262,0.6951511,0.02,True,temporal_multi_window,0.15,0.3
476,-0.0357648,0.6437038,0.02,True,temporal_multi_window,0.15,0.3
477,0.056474317,0.6540595,0.02,True,temporal_multi_window,0.15,0.3
478,-0.055103686,0.61703473,0.02,True,temporal_multi_window,0.15,0.3
479,0.011665864,0.643189,0.02,True,temporal_multi_window,0.15,0.3
480,0.09474512,0.6658207,0.02,True,temporal_multi_window,0.15,0.3
481,-0.02827212,0.6476605,0.02,True,temporal_multi_window,0.15,0.3
482,-0.0761779,0.6518996,0.02,True,temporal_multi_window,0.15,0.3
483,0.008771374,0.6078344,0.02,True,temporal_multi_window,0.15,0.3
484,0.030719532,0.6487017,0.02,True,temporal_multi_window,0.15,0.3
485,-0.096089296,0.6541623,0.02,True,temporal_multi_window,0.15,0.3
486,-0.017010724,0.6730733,0.02,True,temporal_multi_window,0.15,0.3
487,0.07362016,0.6810987,0.02,True,temporal_multi_window,0.15,0.3
488,0.059444763,0.6057729,0.02,True,temporal_multi_window,0.15,0.3
489,0.04208086,0.65322024,0.02,True,temporal_multi_window,0.15,0.3
490,0.07741443,0.63137466,0.02,True,temporal_multi_window,0.15,0.3
491,0.0030209646,0.63999593,0.02,True,temporal_multi_window,0.15,0.3
492,-0.037717786,0.6288871,0.02,True,temporal_multi_window,0.15,0.3
493,0.047578227,0.6516116,0.02,True,temporal_multi_window,0.15,0.3
494,0.026058309,0.6932983,0.02,True,temporal_multi_window,0.15,0.3
495,0.09221665,0.6507119,0.02,True,temporal_multi_window,0.15,0.3
496,0.016810758,0.6524454,0.02,True,temporal_multi_window,0.15,0.3
497,0.055876046,0.6173971,0.02,True,temporal_multi_window,0.15,0.3
498,-0.040953275,0.63462937,0.02,True,temporal_multi_window,0.15,0.3
499,-0.09252614,0.67347187,0.02,True,temporal_multi_window,0.15,0.3
